Products,ADM2,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Тэс,"1,633.","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,633.33","1,666.67","1,666.67","1,666.67","1,867.","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,866.67","1,867.","1,866.67","1,933.","1,933.33","1,933.33","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Баян-Уул,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,533.","1,533.","1,533.33","1,533.33","1,533.33","1,533.33","1,667.","1,933.33","1,933.33","1,800.","1,800.","1,767.","1,800.","1,767.","1,800.","1,766.67","1,766.67","1,766.67","1,767.","1,766.67","1,766.67","1,767.","1,867.","1,867.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,167.","2,167.","2,167.","2,166.67","2,166.67","2,166.67","2,233.33","2,233.33","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Дэлгэр,"1,500.","1,500.","1,500.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","2,500.","2,500.","2,166.67","2,166.67","2,167.","2,000.","2,000.","2,000.","2,000.","2,500.","2,500.","2,500.","2,500.","2,500.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Халиун,"1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,600.","2,000.","2,000.","1,900.","1,900.","1,800.","1,800.","1,800.","1,800.","1,800.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,000.","2,000.","2,000.","2,000.","2,000."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Хөхморьт,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,533.","1,533.","1,533.33","1,533.33","1,533.33","1,533.33","1,533.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,300.","2,000.","2,000.","2,000.","2,000.","1,933.","1,933.","1,933.","1,933.","1,933.","1,933.","2,000.","2,000.","2,000.","2,000.","2,000.","2,267.","2,267.","2,266.67","2,266.67","2,266.67","2,266.67","2,266.67","2,266.67","2,266.67","2,266.67","2,266.67"
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Цогт,"1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,900.","2,100.","2,100.","2,100.","2,100.","2,000.","2,000.","1,933.","1,933.","1,933.33","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750.","2,750."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Эрдэнэ,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.",,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Булган,"1,933.","1,933.","1,933.","1,933.","1,933.33","1,933.33","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000.","3,000."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Дэлүүн,"1,500.","1,500.","1,500.","1,500.","1,500.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Ногооннуур,"1,550.","1,550.","1,550.","1,550.","1,550.","1,500.","1,500.","1,600.","1,600.","1,600.","1,600.","1,600.","2,000.","2,000.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Сагсай,"1,700.","1,700.","1,700.","1,700.","1,700.","2,000.","2,000.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Улаанхус,"1,700.","1,600.","1,600.","1,600.","1,600.","2,000.","2,000.","2,500.","2,500.","2,333.","2,500.","2,500.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,466.67",,,,
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Цэнгэл,"1,867.","1,867.","1,867.","1,867.","1,867.","2,100.","2,500.","2,500.","2,500.","2,500.","2,500.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.33","1,833.33","1,833.","1,833.","1,800.","1,800.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33","1,833.33"
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Булган,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","2,600.","2,600.","1,500.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Зэрэг,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,200.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Манхан,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,266.67","2,266.67","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,600.","2,700.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,100.","2,100.","2,100.","2,100.","2,100.","2,000.","2,000.","2,000.","2,400.","2,400.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Мөст,"1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Мянгад,"1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","1,966.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,166.67","2,167.","2,166.67","2,400.","2,400.","2,400.","2,333.","2,333.","2,333.","2,333.","2,333.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Үенч,"1,800.","1,800.","1,800.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,367.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Ховд,"1,567.","1,567.","1,567.","1,567.","1,567.","1,567.","1,567.","1,567.","1,933.","1,933.","1,933.","1,933.","1,914.29","1,914.29","1,980.95","1,980.95","2,028.57","1,933.33","1,933.33","1,933.33","1,966.67","1,933.33","1,933.33","1,933.33","1,933.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,358.33","2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Баруунтуруун,"1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,700.","1,700.","1,700.","1,700.","1,900.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,733.33","1,733.33","1,733.","1,733.","1,733.","1,733.","1,733.","1,733.","1,733.","1,733.","1,733.","1,733.","1,733.","2,000.","2,433.","2,433.","2,433.","2,433.33","2,433.33","2,433.33","2,433.33","2,433.33","2,433.33","2,433.33","2,433.33","2,433.33"
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Наранбулаг,"1,800.","1,800.","1,800.","1,800.",,,,,,"1,500.","1,500.","1,500.","2,900.","1,500.","1,500.","1,500.","1,500.","1,500.",,,,,,,,,,,,,,,,,"2,100.","2,100.","2,100.","2,100.","2,100.",,,,,,,,,,,,
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Өмнөговь,"1,567.","1,633.","1,633.","1,600.","1,600.",,"8,000.",,,,"8,000.","8,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,033.33","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33","2,133.","2,133.33","2,133.33","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33","2,300.","2,300.","2,300.","2,300."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Өндөрхангай,"1,867.","2,000.","1,933.","1,900.","1,933.","2,500.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,500.","2,500.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,550.","2,550.","2,550.","2,550.","2,550.","2,600.","2,400.","2,667.","2,667.","2,666.67","2,766.67","2,766.67","2,766.67","2,766.67","2,766.67","2,933.33","2,933.33","2,933.33"
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Тариалан,"1,567.","1,500.","1,500.","1,500.","1,500.","1,500.","1,600.","1,600.",,"1,767.","1,767.","1,800.","1,900.","1,933.","1,900.","2,000.","2,000.","2,000.",,"2,000.","2,000.","2,000.","1,900.","2,000.","1,800.",,,"1,900.",,,,,,,"2,000.","2,000.","2,000.","2,067.","2,167.","2,167.","2,233.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,400.","2,300.","2,300.","2,300."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Тэс,"1,500.","1,600.","1,700.","1,800.",,,"2,000.","2,000.","2,000.","1,750.","1,833.33","1,833.33",,"2,467.",,,,,,,,,,,,,"2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,250.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Хяргас,,,,,,"1,750.","1,750.","1,750.","1,800.","1,800.","1,800.","1,800.","1,800.","2,100.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.",,,,,,,"2,000.","2,000.",,,,,,,,,"2,200.","2,200.","2,200.","2,200.","2,200.","2,350.","2,350.","2,350.","2,350.","2,350.","2,350.","2,250.","2,250."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Бат-Өлзий,"1,367.","1,367.","1,500.","1,500.","1,500.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,900.","1,900.","1,900.","1,833.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.",,"2,100.","2,200.","2,200.","2,200."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Баян-Өндөр,"1,633.","1,633.","1,600.","1,700.",,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","2,000.","1,950.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,300.","2,366.67","2,367.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,500.","2,667.","2,666.67","2,750.","2,750.","2,750.",,"3,000.",,,
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Богд,"1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,500.","1,500.","1,500.","1,500.","1,500.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","1,800.","1,800.","1,800.",,,,,"2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Зүүнбаян-Улаан,"1,300.","1,300.","1,300.","1,300.","1,300.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","2,000.","1,633.33","1,633.","1,633.","1,633.","1,633.","1,633.","1,633.","1,633.","1,633.","1,633.","1,633.","1,633.","2,367.","2,367.","2,367.","2,367.","2,366.67","2,366.67","2,366.67","2,366.67","2,366.67","2,366.67","2,533.33","2,533.33","2,533.33"
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Уянга,"1,800.","1,800.","1,800.","1,800.","1,800.","1,933.","1,933.","1,933.","1,933.33","1,933.33","1,933.33","1,933.33","1,933.","1,933.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,933.33","1,933.33","1,933.","1,933.33","1,933.33","1,933.","1,933.","1,867.","1,867.","1,867.","2,000.","2,000.","2,000.","2,000.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33","2,133.33"
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Хархорин,"1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.","1,433.33","1,433.33",,,,,,,,,,,,,,,"1,933.33",,,,,,,,,,,,,,"1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","2,000.","2,000.","2,000.","2,000.","2,200.","2,200."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Хужирт,"1,567.","1,567.","1,567.","1,567.","1,625.",,,,,,"1,500.","1,500.","1,500.","1,500.","1,500.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,833.33","1,833.33","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","1,833.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.",,"2,500.",,,
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Рашаант,"1,567.","1,533.","1,567.","1,533.","1,533.","1,533.","1,533.","1,533.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.","1,600.",,,,"1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.",,,,,,,,
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Сайхан,"1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,567.","1,567.","1,567.","1,567.","1,567.","1,566.67","1,566.67","1,800.","1,800.","1,800.","1,600.","1,500.","1,750.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,900.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.",,,,,,,
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Сэлэнгэ,"1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,500.","1,800.","1,800.","1,800.","1,800.","1,800.","1,900.","1,933.","1,933.","1,933.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.","2,000.",,"2,000.","2,000.","2,133.","2,133.","2,133.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,300.","2,500.","2,500.","2,500.","2,500.","2,500."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Тэшиг,"1,600.","1,600.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,700.","1,800.","1,700.","1,700.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","1,800.","2,000.","2,000.","2,000.","2,200.","2,200.","2,500.","2,500.","2,500.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","2,800.","3,200.","3,200.","3,200.","2,800.","2,800.","2,800.","2,800."
"Шар айраг, Боргио, шилтэй, ердийн, 0.5 л, АПУ ХК",Хангал,"1,700.","1,700.","1,700.","1,700.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,500.","1,650.","1,650.","1,650.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.","2,150.",,,,,,,,,,,
